mol_idx,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
2012,Cc1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1,2.74,7.7439,0.6703,2.7661,-17.5449,-49.384,-60.8571
2052,FC(F)(F)c1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1,2.5,7.8907,0.7088,5.8673,-14.9351,-71.4763,-72.5625
2203,CN(Cc1cccs1)c1nc(-c2ccccc2C(F)(F)F)nc2ccccc12,1.98,8.909,0.0,5.8315,-13.9477,-70.0465,-64.1551
2310,Cc1ccc(CNc2nc(-c3ccccc3C(F)(F)F)nc3ccccc23)s1,1.7,8.6111,0.7319,6.2,-13.9333,-74.1952,-72.3075
1850,Cc1cnc(-c2ccccc2C(C)C)nc1NCC1CCN(c2cccnc2)CC1,3.9,11.2389,0.5428,4.141,-8.7262,-75.5295,-74.4002
1962,CC(C)c1ccccc1-c1ncc(F)c(NCC2CCN(c3cccnc3)CC2)n1,3.0,11.3797,0.7808,5.8467,-8.9673,-88.4024,-80.8311
2038,Cc1ccc(N2CCC(CNc3nc(-c4ccccc4C(C)C)ncc3C)CC2)cn1,2.6,11.6155,0.5132,4.1664,-7.7218,-75.881,-73.6165
2080,Cc1ccc(N2CCC(CNc3nc(-c4ccccc4C(C)C)ncc3F)CC2)cn1,2.4,11.8059,0.7049,5.8907,-7.9612,-88.5406,-80.0102
1749,O=C1CCCC2=C1C1(CCCC1)N=C(Nc1nc3cc(Br)ccc3o1)N2,4.9,8.6533,1.604,6.8538,-13.0579,-91.7302,-97.6876
2019,O=C1CCCC2=C1C1(CCCC1)N=C(Nc1nc3ccccc3o1)N2,2.7,8.5525,1.6762,5.9556,-14.8511,-85.5144,-92.7573
2020,Cc1ccc2oc(NC3=NC4(CCCC4)C4=C(CCCC4=O)N3)nc2c1,2.7,8.9173,1.6303,5.9936,-13.855,-85.9971,-91.8589
2037,O=C1CCCC2=C1C1(CCCC1)N=C(Nc1nc3cc(Cl)ccc3o1)N2,2.6,8.5305,1.5867,6.6576,-13.3186,-90.1652,-96.3168
1568,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccccc3)cc2)c1O,6.7,9.5098,2.6141,7.5714,-12.6157,-96.952,-101.0626
1843,COc1cccc(NS(=O)(=O)c2ccc(NCc3cccc(OC)c3O)cc2)c1,4.0,10.6403,2.5673,8.8677,-11.9303,-110.6831,-115.4527
2144,O=S(=O)(Nc1ccccc1)c1ccc(NCc2cccc(Cl)c2O)cc1,2.2,8.2189,2.3022,6.3795,-11.7798,-82.4286,-87.2224
2197,O=S(=O)(Nc1ccccc1)c1ccc(NCc2ccc(Br)cc2O)cc1,2.0,8.6973,2.234,6.9772,-11.5164,-88.5223,-92.153
1548,Cc1ccccc1CSc1nc2ncc(Br)cc2[nH]1,7.0,5.6243,0.6697,3.2924,-8.5068,-48.5214,-50.2244
1576,N#Cc1ccccc1CSc1nc2ncc(Br)cc2[nH]1,6.6,5.6683,0.8213,3.5948,-14.5041,-56.8177,-65.8583
1578,O=[N+]([O-])c1cccc(CSc2nc3ncc(Br)cc3[nH]2)c1,6.6,6.027,0.8163,5.3298,-10.4663,-66.4135,-66.466
1585,Clc1ccccc1CSc1nc2ncc(Br)cc2[nH]1,6.5,5.2108,0.7622,3.8162,-7.9635,-51.9597,-53.9909
1225,Cc1ccc2nc(-c3ccccn3)c(Nc3ccccc3C)n2c1,12.23,7.484,0.5517,2.7493,-18.0475,-50.8694,-60.7548
1562,Cc1cccc2nc(-c3ccccn3)c(Nc3ccc(F)cc3)n12,6.75,7.5665,0.6531,4.5851,-18.289,-66.1564,-75.3671
2160,CC(C)c1ccc(Nc2c(-c3ccccn3)nc3ccccn23)cc1,2.1,7.6793,0.6091,2.8485,-16.8155,-52.9081,-60.3
2239,Cc1cccc(C)c1Nc1c(-c2ccccn2)nc2ccc(Cl)cn12,1.86,8.0935,0.8185,3.8693,-16.5007,-61.6984,-67.2031
1051,CC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,17.0,6.9413,0.7395,4.0652,-12.8327,-51.3957,-64.2284
2081,COc1ccc(-n2c(C)c(C(C)=O)c3ccccc32)cc1,2.4,7.9877,0.0,3.879,-11.8102,-49.3758,-61.186
2140,COc1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,2.2,8.1863,0.7843,5.577,-12.1431,-67.4752,-79.6183
2413,CCOC(=O)c1ccc2c(c1)c(C(C)=O)c(C)n2-c1ccc(OC)cc1,1.5,10.9189,0.0,6.9084,-10.5563,-81.903,-83.0524
922,CCOc1ccc(CNc2ccc3c(c2)ncn3C)cc1,21.0,7.8211,0.5944,3.9333,-10.3197,-60.6109,-62.9727
1309,CCCCn1cnc2cc(NCc3ccc(OCC)cc3)ccc21,10.35,8.6791,0.6117,3.9926,-6.9916,-62.1196,-60.6851
1353,CCc1ccc(CNc2ccc3c(c2)ncn3C(C)(C)C)cc1,9.8,7.5815,0.5789,2.4363,-6.6599,-45.2746,-43.3329
1542,CCCn1cnc2cc(NCc3ccc(OC)cc3OC)ccc21,7.1,9.1598,0.564,5.4386,-8.5247,-76.5021,-76.5783
871,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)Nc3nc(-c4ccccc4)cs3)c(Cl)c2)cc1,23.0,9.2643,1.7927,6.3248,-17.3758,-84.7478,-97.4929
1082,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)Nc3nc(-c4ccc(Cl)cc4)cs3)cc2)cc1,16.0,9.621,1.675,6.7251,-17.3814,-88.2247,-99.0023
1717,COc1cc(C(=O)Nc2nc(-c3ccccc3)cs2)ccc1NS(=O)(=O)c1ccc(C)cc1,5.2,10.6471,1.8191,7.4917,-18.2286,-98.1729,-109.0432
1841,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)Nc3nc(-c4ccccc4)cs3)cc2Cl)cc1,4.0,9.5009,2.0308,6.7768,-17.3726,-89.5106,-100.549
643,COc1ccc(-c2nc(-c3c(C)noc3C)cc3c2cc(C)n3CCN(C)C)cc1OC,30.0,12.0607,0.0,6.8444,-9.9742,-95.3879,-93.831
829,Cc1cc2c(-c3cccc(O)c3)nc(-c3c(C)noc3C)cc2[nH]1,24.23,7.4962,1.3201,4.924,-17.0954,-69.8351,-83.0764
913,COc1cc(F)ccc1-c1nc(-c2c(C)noc2C)cc2c1cc(C)n2C,21.65,9.6201,0.0,6.1553,-14.3353,-76.8415,-87.2324
1317,COc1cccc(-c2nc(-c3c(C)noc3C)cc3[nH]c(C)cc23)c1OC,10.18,9.3515,0.6057,5.8956,-15.3886,-79.8043,-87.4641
584,C#CCNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2ccccn12,30.0,9.2539,0.8312,6.7493,-15.4841,-83.3804,-80.0565
587,COC(=O)CNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2ccccn12,30.0,10.6003,0.8261,9.0476,-10.4256,-106.8138,-92.8368
1701,COC(=O)CNC(=O)c1nc(-c2ccccc2OC)c2ccccn12,5.38,9.0095,0.7979,6.9941,-12.8396,-89.2704,-86.1667
2529,COC(=O)CNC(=O)c1nc(-c2ccc(F)cc2)c2ccccn12,0.91,9.1552,1.1525,7.9118,-12.7561,-95.6864,-89.4874
324,N#Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)cc1,30.0,9.415,1.598,7.3214,-15.4584,-95.1576,-103.4362
443,N#Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(F)c(Cl)c3)cc2)cc1,30.0,9.6319,1.6348,8.0516,-16.2519,-100.8965,-109.8054
1329,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2cccc(O)c2)cc1,10.0,8.759,2.4331,8.2228,-10.7913,-99.7478,-103.7622
1812,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,4.2,9.001,1.5545,6.9182,-10.4484,-85.9392,-88.6057
299,COc1cc(-c2c(C#N)c(N)nc3c2c(C)nn3-c2ccc(F)cc2)ccc1O,30.0,8.3711,2.802,7.9316,-22.9179,-105.9617,-120.8713
305,COc1cc(-c2ccnc3c2c(C)nn3-c2ccc(C(F)(F)F)cc2)ccc1O,30.0,9.6153,0.8763,8.1588,-14.8661,-93.7836,-89.9757
306,COc1cc(-c2ccnc3c2c(C)nn3-c2cccc(C(F)(F)F)c2)ccc1O,30.0,9.6237,0.8745,8.2702,-14.8631,-94.6778,-90.2884
1115,Cc1ccc(-n2nc(C)c3c(-c4ccc(O)c(O)c4)c(C#N)c(N)nc32)cc1C,15.0,7.7269,3.5844,6.7114,-22.6908,-97.6045,-111.947
206,CC(=O)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,30.0,8.5985,0.0,5.0943,-6.6122,-68.0243,-57.8785
212,CS(=O)(=O)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,30.0,9.2922,0.0,5.8996,-3.7713,-76.0087,-53.4349
213,NC(=O)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,30.0,7.6275,1.5091,5.7853,-7.795,-81.496,-74.2334
1920,Brc1ccc(-c2csc(N3CCNCC3)n2)cc1,3.31,6.2505,0.5627,3.7898,-5.6947,-55.2649,-53.6607
164,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,30.0,10.7823,0.8094,6.8265,-0.2335,-85.9913,-75.1998
1635,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,5.93,10.4461,0.9062,6.2237,2.6947,-79.7439,-68.7491
1959,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.0,7.7177,0.0,2.6702,-2.7047,-40.3062,-39.6345
2044,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.56,7.3122,0.0,1.7025,-4.2406,-33.1573,-33.6778
106,Cc1ccc2oc3c(c(=O)c2c1)C(c1ccc(O)cc1)N(CCCN(C)C)C3=O,30.0,10.8719,0.7463,7.7993,-11.5554,-97.403,-95.4793
140,COc1ccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2CCCN(C)C)cc1OC,30.0,12.3639,0.0,9.4717,-9.3106,-112.5281,-104.8944
806,CCCCOc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CCCN(C)C)cc1OCC,25.91,13.9434,0.0,8.941,-5.4178,-109.063,-97.0111
1178,CCOc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CCCN(C)C)cc1,13.56,12.1444,0.0,7.6903,-9.4252,-96.4736,-91.4565
2320,CCOc1ccc(CCNC(=O)c2cc3ccccc3n2Cc2cc(C)cc(C)n2)cc1OCC,1.7,12.4254,0.5139,6.5486,-11.6449,-88.6179,-90.6242
2378,CCOc1ccc(CCNC(=O)c2cc3ccccc3n2Cc2cccc(C)n2)cc1OCC,1.6,12.9038,0.782,6.8855,-12.631,-93.9363,-96.0433
2415,CCOc1ccc(CCNC(=O)c2cc3ccccc3n2Cc2ccccn2)cc1OCC,1.5,12.562,0.605,6.8137,-13.6375,-93.2479,-96.6653
2280,CC(C)(C)c1ccc(SC2=NS(=O)(=O)c3ccccc32)cc1,1.74,7.0571,0.0,3.3569,-6.9554,-42.9191,-33.6361
2395,Cc1ccc(SC2=NS(=O)(=O)c3ccccc32)c(C)c1,1.54,6.6259,0.0,3.3876,-9.301,-43.182,-35.5391
2488,Cc1ccc(C)c(SC2=NS(=O)(=O)c3ccccc32)c1,1.21,6.5814,0.0,3.3638,-9.3038,-42.5259,-35.5809
2275,COc1cc(Cl)c(C)cc1Nc1c2c(nc3ccccc13)CCC2,1.75,7.9884,0.8009,4.2065,-12.4483,-56.545,-68.9934
2391,COc1ccc(C)cc1Nc1c2c(nc3ccccc13)CCC2,1.55,7.5476,0.7776,3.1856,-13.9881,-48.5152,-62.5033
2404,COc1ccc(OC)c(Nc2c3c(nc4ccccc24)CCC3)c1,1.5,8.4433,0.805,4.6965,-14.2954,-64.534,-78.8293
2260,CC(C)COc1ccc(-c2ccc(=O)n(CC(=O)NCCc3ccccc3)n2)cc1,1.8,11.7934,0.8319,6.8133,-8.3504,-90.7742,-84.0499
2363,CC(C)Oc1ccc(-c2ccc(=O)n(CC(=O)NCCc3ccccc3)n2)cc1,1.6,11.5206,0.7399,6.5854,-9.4559,-87.5525,-84.1616
2364,CC(C)(C)c1ccc(-c2ccc(=O)n(CC(=O)NCCc3ccccc3)n2)cc1,1.6,11.3005,0.799,5.3343,-8.0172,-74.8407,-68.987
2169,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])N1CCCCCC1,2.1,12.643,1.5111,9.5172,0.5973,-114.3378,-87.7737
2318,Cc1cc(C)c(C(=O)Nc2cccc([S+](=O)([O-])N3CCCCCC3)c2)[nH]1,1.7,10.3955,1.2898,7.804,-1.9594,-96.5427,-73.6542
2452,CC(=O)c1c(C)c(C(=O)Nc2cccc([S+](=O)([O-])N3CCCCCC3)c2)n(C)c1C,1.4,13.2332,0.6462,9.4753,-0.5135,-112.8887,-83.3043
2162,COc1ccc(C)cc1-n1nnnc1Sc1ncnc2scc(-c3ccc(Br)cc3)c12,2.1,8.6961,0.0,4.6985,-20.1404,-69.1368,-74.7978
2355,Fc1ccc(-c2csc3ncnc(Sc4nnnn4-c4ccccc4)c23)cc1,1.6,7.6119,0.0,4.356,-22.8717,-64.3246,-72.3639
2407,Cc1sc2ncnc(Sc3nnnn3-c3ccccc3)c2c1-c1ccccc1,1.5,7.9186,0.0,3.1207,-22.6227,-56.9481,-60.5235
2125,CCOC(=O)c1[nH]c(C)c(CCC(=O)N2CCN(c3cccc(C)c3C)CC2)c1C,2.27,12.4815,0.7361,7.2812,-2.2977,-96.5238,-77.9632
2126,CCOC(=O)c1[nH]c(C)c(CCC(=O)N2CCN(c3cc(C)ccc3C)CC2)c1C,2.27,12.788,0.7148,7.3156,-2.2901,-97.0183,-78.4456
2254,CCOC(=O)c1[nH]c(C)c(CCC(=O)N2CCN(c3cc(Cl)ccc3C)CC2)c1C,1.8,12.6939,0.7454,8.2766,-1.7543,-104.4705,-85.3068
2460,COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1COc1ccc(NC(C)=O)cc1,1.35,13.9877,1.1885,9.7379,-21.79,-124.75,-138.1675
2360,COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1COc1c(C)cc(NC(C)=O)cc1C,1.6,14.8554,1.2295,9.9202,-19.7964,-126.2981,-137.8009
2460,COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1COc1ccc(NC(C)=O)cc1,1.35,13.9877,1.1885,9.7379,-21.79,-124.75,-138.1675
1966,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N1CCCCCC1,3.0,12.7454,1.4829,9.6673,-2.0847,-120.9348,-104.8096
2233,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(C)c(S(=O)(=O)N3CCCCCC3)c2)c1C,1.9,12.4631,1.3041,8.7282,-1.7727,-111.5417,-91.2376
2361,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(S(=O)(=O)N3CCCCCC3)c2)c1C,1.6,11.951,1.4724,8.7059,-2.7698,-111.1655,-91.3978
1919,CC1=Nc2cc(C(=O)NC3CCCC3)ccc2Sc2ccc(C)cc21,3.31,8.447,0.5716,3.8341,-9.8883,-55.8897,-64.7902
2348,CCC1=Nc2cc(C(=O)NC3CCCC3)ccc2Sc2ccc(Cl)cc21,1.61,8.8062,0.5617,4.7443,-8.2336,-63.2513,-70.5475
2439,CCCC1=Nc2cc(C(=O)NC3CCCC3)ccc2Sc2ccc(C)cc21,1.41,9.1863,0.5503,3.9126,-7.6649,-57.216,-63.681
1855,COC(=O)c1ccc(NS(=O)(=O)c2c(C)nc3sccn3c2=O)cc1,3.88,9.1032,0.9175,8.1101,-12.2211,-100.4561,-94.1568
2302,CCN(c1ccccc1)S(=O)(=O)c1c(C)nc2scc(C)n2c1=O,1.7,9.0765,0.0,5.7478,-9.2601,-75.1283,-61.4855
2396,COc1cc(Cl)c(C)cc1NS(=O)(=O)c1c(C)nc2sccn2c1=O,1.53,7.9002,1.1356,7.144,-9.1539,-86.884,-86.1864
1779,CC(C)OC(=O)c1ccnc2cc(C(OCCN3CCCCC3)c3ccccc3Cl)sc12,4.49,11.6333,0.0,7.0328,-3.1018,-87.9931,-78.1949
1918,CCCCOC(=O)c1ccnc2cc(C(OCCN3CCCCC3)c3ccccc3Cl)sc12,3.32,12.201,0.0,7.1956,-1.9949,-89.7009,-78.4143
2101,CCOC(=O)c1ccnc2cc(C(OCCN3CCCCC3)c3ccccc3Cl)sc12,2.34,11.7242,0.0,7.1628,-4.2198,-88.913,-79.8421
1744,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCO,4.94,11.465,1.1906,4.5375,12.8135,-60.942,-48.1284
2103,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,2.33,8.7708,1.2603,4.7127,21.3891,-60.0648,-38.6757
2444,CC(=O)NC(SC(=S)N(C)C)C(Cl)(Cl)Cl,1.4,5.3797,0.7689,4.8413,13.8329,-59.6836,-40.9179
1572,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(F)cc4)C3)c2C)cc1,6.66,11.0285,0.5593,5.6429,-10.1487,-75.5187,-81.6407
1816,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4cccc(Cl)c4)C3)c2C)cc1,4.19,10.4989,0.5963,4.732,-9.3645,-67.7343,-73.149
2029,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(N(C)C)cc4)C3)c2C)cc1,2.69,11.5469,0.4995,4.6902,-9.1419,-75.1851,-80.2198
1521,O=S(=O)(Nc1cccc2ccccc12)c1ccc(NCc2ccc(Br)cc2O)cc1,7.4,9.6832,2.1677,6.8847,-16.9183,-88.1717,-97.7
1653,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccc4ccccc34)cc2)c1O,5.8,10.3811,2.3031,7.3166,-18.029,-94.9376,-105.1144
1800,O=S(=O)(Nc1cccc2ccccc12)c1ccc(NCc2cccc(Cl)c2O)cc1,4.3,9.3847,2.1983,6.5356,-17.1789,-85.062,-94.8232
1515,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(C#N)cc2)cc1,7.5,9.1466,1.8488,6.6444,-18.6966,-93.8782,-106.6809
1983,Cc1ccc(NC(=O)c2ccncc2NS(=O)(=O)c2ccc(C)cc2)cc1,2.9,9.0489,1.7421,6.1357,-12.6908,-83.9933,-90.0788
2041,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccccc2)cc1,2.6,8.7343,1.7784,6.2924,-13.6836,-85.5463,-92.0301
1487,Cc1ccccc1C(=O)Nc1ccc2c(c1)CCCN2C(=O)c1cccs1,7.79,9.7413,0.6035,5.297,-15.7961,-70.6831,-77.6658
1756,CC(C)Oc1ccc(C(=O)Nc2ccc3c(c2)CCCN3C(=O)c2cccs2)cc1,4.8,10.7315,0.6175,6.4184,-13.8859,-83.0039,-89.9453
2104,CC(C)(C)c1ccc(C(=O)Nc2ccc3c(c2)CCCN3C(=O)c2cccs2)cc1,2.33,10.2927,0.5977,5.2143,-12.4535,-70.1371,-73.4983
1401,c1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,9.1,6.7329,0.0,2.9318,-16.8148,-52.6506,-53.4094
1402,Clc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,9.1,6.6442,0.0,3.5331,-15.28,-56.5804,-57.0464
2220,COc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,1.9,7.8598,0.0,4.3237,-16.13,-67.1963,-67.5392
1305,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,10.47,9.4638,1.6372,6.285,-18.9914,-91.5723,-110.5637
1784,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,4.4,9.6993,3.1675,7.6851,-20.189,-112.3603,-132.5492
1834,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,4.05,9.4984,1.0756,7.8568,-24.5072,-96.1973,-114.3185
1262,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccc(F)cc3)CC2)n1,11.21,12.1737,0.9446,8.305,-14.5583,-111.0427,-102.1698
1478,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccccc3Cl)CC2)n1,7.9,11.5873,0.9155,7.2147,-13.7718,-101.8025,-92.6865
1667,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccc(C)cc3)CC2)n1,5.68,11.7287,0.9262,6.63,-14.3105,-97.3658,-88.571
1218,COc1cc(C2c3c(oc4cc(C)c(C)cc4c3=O)C(=O)N2CCCN2CCOCC2)ccc1O,12.73,13.4905,0.9806,10.5244,-11.0418,-126.4542,-120.3251
1372,Cc1ccc2oc3c(c(=O)c2c1)C(c1cccc(O)c1)N(CCCN1CCOCC1)C3=O,9.55,12.2972,0.755,9.1559,-12.7253,-111.9254,-106.8705
1508,COc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CCCN2CCOCC2)cc1OC,7.59,14.1502,0.0,10.203,-11.0182,-122.813,-112.3427
1127,O=S(=O)(Nc1ccc2ccccc2c1)c1ccc(NCc2ccc(Br)cc2O)cc1,15.0,9.7108,2.2656,7.0152,-16.9134,-89.8023,-98.791
1207,O=S(=O)(Nc1ccc2ccccc2c1)c1ccc(NCc2cccc(Cl)c2O)cc1,13.0,9.6254,2.3834,6.9143,-17.1705,-88.7787,-97.953
1337,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc4ccccc4c3)cc2)c1O,10.0,10.4034,2.2925,7.2627,-18.0326,-94.3022,-104.5801
1098,CN(C)c1cccc(-c2nnc(N3CCC(C(N)=O)CC3)s2)c1,15.69,8.7828,1.3693,5.517,-6.434,-85.4013,-81.2716
1479,NC(=O)C1CCN(c2nnc(-c3ccc(Br)cc3)s2)CC1,7.89,7.3546,1.4312,5.3515,-6.3991,-75.5353,-73.212
1600,Cc1ccc(-c2nnc(N3CCC(C(N)=O)CC3)s2)cc1,6.38,7.7638,1.377,4.6766,-7.1958,-71.3445,-68.4253
1025,O=S(=O)(Nc1cnc2ccccc2c1)c1ccc(NCc2cccc(Cl)c2O)cc1,18.0,9.7847,2.5293,7.6385,-17.2118,-100.8552,-110.1858
1026,O=S(=O)(Nc1cnc2ccccc2c1)c1ccc(NCc2ccc(Br)cc2O)cc1,18.0,9.827,2.3291,7.5752,-16.9598,-99.8179,-109.5793
1199,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cnc4ccccc4c3)cc2)c1O,13.0,10.6242,2.283,7.8851,-18.0768,-105.2909,-116.0402
968,CC(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccc5c(c4)OCO5)sc3C)ccc21,20.0,10.8339,0.7882,7.5233,-19.0024,-97.4189,-101.8188
1435,Cc1sc(NC(=O)Cc2ccc3c(c2)OCO3)nc1-c1ccc2c(c1)CCN2,8.6,8.9311,1.5889,6.5429,-19.4497,-88.6889,-97.4261
1687,Cc1sc(NC(=O)Cc2ccc3c(c2)OCO3)nc1-c1ccc2c(c1)CCN2C,5.5,9.908,0.9439,6.5256,-18.462,-87.849,-95.214
959,CC(C)(C)C1CCc2nc(NC(=O)c3cccc(Cl)c3)sc2C1,20.0,6.7878,0.8,3.7233,-3.1614,-50.2775,-54.9564
1303,Cc1ccccc1C(=O)Nc1nc2c(s1)CC(C(C)(C)C)CC2,10.5,7.0843,0.6741,3.1329,-3.7116,-45.6982,-48.0183
1361,CCOc1cccc(C(=O)Nc2nc3c(s2)CC(C(C)(C)C)CC3)c1,9.74,8.1374,0.7546,4.4329,-2.9034,-60.2282,-64.6036
955,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2ccc(Cl)cc2Cl)cc1,20.08,10.18,0.8383,7.7134,-19.4923,-94.0823,-96.2013
1149,CCOc1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2cccc(F)c2)cc1,14.23,9.2936,0.8592,6.4934,-21.2741,-81.2138,-92.3716
1659,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2ccc(OCC)cc2)cc1,5.72,11.9713,0.8335,7.9886,-20.766,-102.1209,-103.9273
933,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc(NCc2ccc(Br)cc2O)cc1,21.0,10.5958,2.3449,7.1431,-17.2979,-91.4038,-100.9929
1676,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc(NCc2cccc(Cl)c2O)cc1,5.6,10.0018,2.2832,6.4341,-17.5701,-84.2099,-94.5935
2027,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc(-c4ccccc4)cc3)cc2)c1O,2.7,11.089,2.4382,7.151,-18.4158,-94.0754,-104.8801
921,Cc1cnc(CNc2nc(-c3cccc(NS(C)(=O)=O)c3)nc3ccccc23)cn1,21.0,10.8143,1.5151,6.9952,-16.5557,-106.4532,-108.3197
957,Cc1cnc(CNc2nc(-c3ccccc3Cl)nc3ccccc23)cn1,20.0,8.0504,0.6818,4.0375,-16.6428,-67.5995,-77.3116
1327,COc1ccccc1-c1nc(NCc2cnc(C)cn2)c2ccccc2n1,10.0,9.5704,0.7565,4.9656,-17.4852,-80.598,-90.4251
885,O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)Nc1ccc(F)c(Cl)c1,22.7,9.739,1.2517,7.2767,-1.4081,-90.2207,-90.5585
1151,Cc1ccc(NC(=O)NCC2CCN(Cc3cccc(Cl)c3)CC2)cc1Cl,14.12,10.0105,1.1943,6.1564,-1.1563,-81.493,-82.6492
1883,Cc1ccc(C)c(CN2CCC(CNC(=O)Nc3ccc(Br)cc3F)CC2)c1,3.58,10.0795,1.2847,6.7832,-0.6899,-84.6399,-85.3297
846,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccccc4)sc3C)ccc21,24.0,11.6778,0.8518,5.5105,-20.6272,-78.6724,-91.5834
996,COc1cccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)c1,19.0,12.954,0.9302,6.9891,-19.9447,-94.0381,-105.5396
997,Cc1ccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)cc1C,19.0,12.3308,0.9311,5.664,-18.6345,-80.0209,-89.8414
814,CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2)c(=O)n3Cc2cccc(C(F)(F)F)c2)C1,25.0,13.0326,0.0,10.4004,-16.5001,-117.2647,-97.449
1938,COc1cccc(Cn2c(=O)n(-c3cccc(Cl)c3C)c(=O)c3c4c(sc32)CN(C(C)=O)CC4)c1,3.17,13.6307,0.0,9.2539,-16.8863,-112.2469,-101.0758
2441,CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2Cl)c(=O)n3Cc2cccc(C)c2)C1,1.41,11.6458,0.0,7.3124,-17.5781,-91.9076,-82.8552
682,Cc1noc([C@@H]2CN(C(=O)c3nn(C)c4ccccc34)C[C@H]2CO)n1,30.0,10.3537,0.6817,7.4939,-10.722,-102.0108,-82.1283
