Unnamed: 0,RLM,HLC,3A4
86,C1=CC(=CN=C1)NC(=O)C2=CC=CS2,CC1(C2(CCN(CC2)CC3=CC(=CC=C3)C#N)OC(=O)N1CC4=CC=CC=C4)C5=CC=CC=C5,
87,CCCC1=C(C(=N)C2=CC=CC=C2N1C)CC.I,CC1=NN2CCCN(C2=C1C3=CC=CC=C3OC4=CC=CC=C4)CC5=CC(=CC=C5)C#N,
88,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,CCN1CCN(CC1)C(=O)C2CN3C=CC=C3C(=O)N2CC(C)C,
89,CC1=CC=CC=C1NC(=O)NC2=CC=CS2,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCC5=CN=CN5)C=N2,
90,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,CC1=CC2=CC(=NC(=C2O1)NC3=CC=CC=C3)C4=C(ON=C4C)C,
91,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,CN(CC1=CC=CC=C1)C2CCOC3=CC=CC=C23,
92,CC1=CC=CC=C1OCC(CO)O,C1COC2=C1C(=CN=C2NC3=CN=CN=C3)C4=CC=CC=C4,
93,C1=NC2=C(N1)C(=O)NC=N2,C1CN(C2=C1C=CC=N2)C(=O)C3=CC=C(C=C3)C4=NC=C5N4C=C(N=C5)C6=CC=CC=C6,
94,C1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC=CC(=C4)C(F)(F)F,CC1=CC=C(C=C1)NC(=O)C2=C(N3C=CSC3=N2)C4=CC(=CC=C4)OC,
95,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)C(=O)O)/C#N,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CC=CS3,
96,C1=CSC(=C1)C2=NC3=C(C(=C2)C(F)(F)F)C(=C(S3)C(=O)NC4=CC=C(C=C4)F)N,C1=CC=C(C=C1)C2=NOC(=N2)C3=NC(=NO3)C4=CC=NC=C4,
97,C1=CC(=CC(=C1)Cl)C2=CC=C(O2)C(=O)NC3=CC4=C(C=C3)OC(=N4)C5=CN=CC=C5,CN1C=CC(=N1)NC(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,
98,CC1=CC=C(C=C1)N2C3=NC=NC(=C3C=N2)NC4=CC=CC(=C4)C(=O)O,CC1=C(C=CC(=C1)F)OC2CN(C2)CC3=CC=C(C=C3)OC,
99,C1=CC=C(C(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC=NC=C4)Cl,COC1=CC=CC(=C1)C2=CN3CCCN(C3=N2)C(=O)C4=CC=CO4,
100,COC1=CC=C(C=C1)C2C=C(NC3=NC(=NN23)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,COC1=CC=C(C=C1)CN2CCC3(C2)COC4=CC=CC=C4C(=O)N3,
101,C1=CC=C(C=C1)C2C=C(NC3=NC(=NN23)NS(=O)(=O)C4=CC=CC=C4)C5=CC=C(C=C5)Cl,C1C(C2(CN1CC3=CC=C(C=C3)C(=O)O)CN(C2)C4=CC=CC=C4)COC5=CC=CC=C5,
102,CC(=O)NC1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)OCC#C,CC1=C(C=CC(=C1)OC2CN(C2)CC3=CC=C(C=C3)OC)F,
103,CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)NCC4=CN(N=C4)C,CC1=CC=CC=C1C2=C3C(=NN2)N=CC(=N3)C4=CC=CC=C4,
104,CC1=NN=C(S1)N2C(C3=C(C2=O)OC4=CC=CC=C4C3=O)C5=CC=C(C=C5)F,C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCN5C=CN=C5)C=N2,
105,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN(C)C)C4=CC=C(C=C4)O,COC1=CC=CC(=C1)CN2CCOC[C@@H](C2)O,
106,C1=CC(=C(C=C1C#N)F)C(=O)NC2=CC(=C(C=C2)Cl)C3=NC4=C(O3)C=CC(=C4)Cl,C1=CC=C(C=C1)C2=NC=C(C=N2)NC(=O)C3=CC=CC=C3,
107,CC1=CC2=C(C=C1)N=C(O2)C3=C(C=CC(=C3)NC(=O)C4=CC5=C(C=C4)OCCO5)Cl,CC(C)(C)C1=COC(=N1)[C@@H]2COCCN2CC3=CC=C(C=C3)C(=O)O,
108,CC1=NC2=C(C(=NN2C(=C1)C3=CC=C(C=C3)OC)C)C4=CC(=C(C=C4)OC)OC,COC1=CC=CC(=C1)CN2C[C@H]([C@@H](C2)C3=CC=CC=N3)CO,
109,COC1=C(C=C(C=C1)C2=NC3=CC=CC=C3S2)NC(=O)C4=CC=C(C=C4)F,C1COC[C@H](N1CC2=CN=CN2)C3=NC=C(N3)C4=CC=CC=C4,
110,CC1(CC2=C(C=C(C(=O)N2C3=C(C=CC(=C3)OC)OC)C4=NC(=CS4)C5=CC=C(C=C5)Cl)C(=O)C1)C,COC1=CC=C(C=C1)CN2CC(C2)OC3=C(C=C(C=C3)F)F,
111,CC1=NN=C2N1C(=NC3=CC=CC=C32)N4CCN(CC4)C5=CC=CC=C5,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3CC5=CC=C(C=C5)C(=O)O)NC=N4,
112,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)N4CCN(CC4)S(=O)(=O)C,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=COC=C3,
113,CN1C2=CC=CC=C2N=C(C1=O)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC,COC1=CC=C(C=C1)CN2CC(C2)OC3=CC(=C(C=C3)F)F,
114,CCOC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3N2S(=O)(=O)C4=CC=C(C=C4)Br,CC1=C(C=CC(=C1)OC)C2=C3C(=NN2)N=CC(=N3)C4=CC=CC=C4,
115,CC(C)C1=CC=C(C=C1)NC(=O)C2=CC=CC3=C2C(=O)N(C3)C4=CC=C(C=C4)OC,C1CCCN(CC1)C2=NC=C(C=C2)C3=CC=C(C=C3)C(=O)O,
116,COC1=CC=C(C=C1)C2=NC3=C(CC4=CC=CC=C4O3)C(=N2)SCC(=O)NC5=CC=C(C=C5)C(=O)O,COC1CCC12CCN(CC2)C(=O)C3=CC=C(C=C3)OC,
117,CC(=O)N1CCC2=C(C1)SC3=C2C(=O)N(C(=O)N3CC(=O)C4=CC=CC=C4)C5=CC=CC=C5,CC(=O)N1CCC(CC1)CC2=CC=C(C=C2)C(=O)O,
118,CN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)Br)N=C1CN4CCCCC4,COC1=CN=CC(=C1)NC2=NC=C(C3=C2OCC3)C4=CC=CC=C4,
119,CC1=CC=C(C=C1)C(=O)NC2=NC3=NC(=CC(=O)N3N2)C4=CC=CC=C4,COC1=CC=CC=C1CN2CCC3(CC2)CC(CCO3)O,
120,CC1=CC=C(C=C1)C(=O)NC2=NC3=NC(=CC(=O)N3N2)C,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CSC=C3,
121,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2C(C)C)C=CC(=C3)NC(=O)CC(C)C,CNC(=O)[C@@H]1CN(C[C@H]1COC)C(=O)C2=CC(=CC=C2)OC,
122,COC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)S(=O)(=O)N3CCOCC3,CC1=C(C(=NO1)C)C2=CC(=CN3C2=CN=C3)C4=CC=CC=C4,
123,CN1C=C(C=C1C(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)S(=O)(=O)N3CCOCC3,CC1=C(SC=C1)C2=C3C(=NN2)N=CC(=N3)C4=CC=CC=C4,
124,CC1=NN=C2N1C3=CC=CC=C3N=C2NC4=CC(=CC=C4)NC(=O)C,COC1=CC=C(C=C1)CN2CCC(CC2)N3CCNC3=O,
125,CCN(CC)CCCNC(=O)C1=C(C2=C(O1)CCC3=CN(N=C32)CC4=CC=C(C=C4)Cl)C,C1=CC=C(C=C1)NC2=NC3=C(C=C2)N=CN(C3=O)C4=CC=CC=C4,
126,CCN(CC)CCCNC(=O)C1=CC2=C(C=C1)N3C=C(N=C3S2)C4=CC=C(C=C4)OCC,C1COC[C@H](N1CC2=CC=C(C=C2)C(=O)O)C3=NC=C(N3)C4=CC=C(C=C4)F,
127,CCN(CC)CCNC(=O)C1CCN(CC1)C2=NN3C=C(N=C3S2)C4=CC=C(C=C4)F,COC1=CC=CC(=C1)C2=C(N=C3N2C=CS3)C(=O)NC4CC4,
128,CC1=CC(=CC=C1)OCC(=O)NC2=CC3=C(C=C2)N=C(C=C3C)NC4=CC(=CC=C4)Cl,COC1=CC=C(C=C1)CN2CC(C2)N3CCC4=CC=CC=C43,
129,CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC=CO4,CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=CC=C(C=C3)S(=O)(=O)N,
130,COCCNC1=C2C(=NOC2=NC=N1)C3=CC=C(C=C3)F,COC1=CC=CC(=C1)C2=C(N=C3N2C=CS3)C(=O)N4CCCCC4,
131,CC1=NN(C2=C1C(=CC(=N2)C3CC3)C(=O)NC4=CC=C(C=C4)F)C5=CC=CC=C5,COC1=CC=C(C=C1)CN2C[C@H]([C@@H](C2)C3=CC=NC=C3)CO,
132,CC(C)(C)C1=CC=C(C=C1)C2=NC3=CC(=O)NN3C(=N2)SCCCOC4=CC=CC=C4,COCCNC1=NC(=NC2=C1CCN(CC2)C(=O)C3=CSC=N3)N,
133,CC1=C(N=NN1C2=CC=CC=C2C(F)(F)F)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)OC,CN1C=NC2=C(C1=O)N=C(C=C2)NC3=CC=CC=C3,
134,CC1=C(N=NN1C2=CC=CC=C2C(F)(F)F)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)Cl,CC1=CC=CC=C1C2=C3C(=NN2)N=CC(=N3)C4=CC=CC=C4OC,
135,CC1=C(C(N2C(=NC=N2)N1)C3=CC=CN3)C(=O)NC4=CC=CC=C4,C1COCCN1C2=CC(=O)C3=C(O2)C(=NC=C3)C4=CC=CC=C4,
136,CCN(CCN(C)C)C(=O)C1CCN(CC1)S(=O)(=O)C2=C(ON=C2C)/C=C/C3=CC=CC=C3F,COC1=CC=CC(=C1)C2=C(N=C3N2C=CS3)C(=O)N4CCOCC4,
137,CCS(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=CC(=C(C=C2)C3=NC4=CC=CC=C4S3)O,COC1=CC=CC(=C1)CN2CC[C@@H](C2)C3=NC4=CC=CC=C4N3,
138,COC1=CC=C(C=C1)CNC(=O)CN2C(=O)C=C3CCCCC3=N2,COC1=CC=C(C=C1)C(=O)N2CCOC[C@@H](C2)OC3=NC=CN=C3,
139,CN(C)CCCN1C(C2=C(C1=O)OC3=C(C2=O)C=C(C=C3)Cl)C4=CC(=C(C=C4)OC)OC,CCN1CCN(CC1)C(=O)C2=C(N3C=CSC3=N2)C4=CC(=CC=C4)OC,
140,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)F)C(=O)O,C1CN(CC1OC2=CN=CC=C2)C(=O)C3=CC=CC=C3,
141,CC1=CC(=CC=C1)C(=O)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCCCC4)C(=O)O,COCCOC1CCN(CC1)C(=O)NC2=CC=CC=C2,
142,C1CCN(CC1)C2CCN(CC2)C3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)Br)C(=O)O,CN1C=NC2=C1CN([C@@H](C2)C(=O)OC)C(=O)C3=CC=C(C=C3)OC,
143,CCCCNC(=O)CN1CCN(CC1)C2=C(C=C(C=N2)NC(=O)C3=CC=C(C=C3)Cl)C(=O)O,COCCNC(=O)C1=C(N2C=CSC2=N1)C3=CC(=CC=C3)OC,
144,CC1=CC=C(C=C1)N2C3=NC=NC(=C3C=N2)NC4=CC(=C(C=C4)OC)Cl,C[C@]1(CCN(C[C@H]1N2CCCC2)CC3=CC=C(C=C3)OC)O,
145,CCOC(=O)N1CCC2=C(C1)SC(=C2C(=O)NC3=CC=C(C=C3)OC)NCC4=CC=C(C=C4)N(C)C,COC1=CC=C(C=C1)CN2CCC(CC2)N3CCOC3=O,
146,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)C3=NC4=C(O3)C=CC(=C4)NC(=O)C5=CC=CC=C5Cl)Cl,C1COC2=C1C(=CN=C2NC3=CN=CC=C3)C4=CC=CC=C4,
147,CC1=C(C=C(C=C1)C2=NN3C(=NN=C3C4=CC=CC=C42)C)S(=O)(=O)NC,COC1=CC=C(C=C1)CN2CCC3(C2)NC(=O)C4=CC=CC=C4O3,
148,C[C@H](CNC(C)(C)CC(=O)N[C@@H]1CCC2=CC=CC=C2N(C1=O)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O,COC1=CC=C(C=C1)CN2CCC3(CC2)CC(=O)C4=CC=CC=C4O3,
149,C1=CC(=C(C=C1CN(CCCNC(=S)NCCCC2=CN=CN2)C3=NC=C(C=C3)Br)Cl)Cl,COC1=CN=CC(=C1)N2CC3CCC(C2)N3CC(F)(F)F,
150,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,CCOCCOC1CCN(CC1)C(=O)NC2=CC=CC=C2,
151,CCCNC(=O)[C@@H]1[C@@H](O1)C(=O)N[C@@H](C(C)CC)C(=O)N2CCC[C@@H]2C(=O)OC,C1C[C@@H]2C3CC(CN(C3)C(=O)N4CCN(CC4)[S+](=O)(C5=CC=CC=C5)[O-])CN2C(=O)C1,
152,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CC=NC=C3,
153,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)C(=O)N,CN(CC1CCOC1)C(=O)NC2=CC=CC=C2,
154,CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,C1COC2=C1C(=CN=C2NC(=O)C3=CC=NC=C3)C4=CC=CC=C4,
155,C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O.Cl,CN(C)[C@@H]1CN(C[C@H]1CO)C(=O)C2=CC=C(C=C2)OC,
156,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,COC1=CC=C(C=C1)CN2CC(C2)OC3=CC=C(C=C3)OC,
157,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,CC1=NN=C(O1)[C@H]2CCN(C2)CC3=CC=C(C=C3)OC,
158,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl,COC1=CC=C(C=C1)CN2CCC(CC2)N3CC4=CC=CN4C3=O,
159,CN1C(=NN=N1)SC2=NC=NC3=C2C=CS3,COC1=CC=CC(=C1)C2=CN3CCCN(C3=N2)C(=O)C4=CC=CS4,
160,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,CN1CCC(CC1)OC2CCN(CC2)C(=O)C3=CC=CC=C3,
161,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(C3)C(=O)C4=CC=CC=C4,
162,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,COC1=CC=CC(=C1)CN2CC[C@@H](C2)C3=NN=C(O3)C4=CC=CO4,
163,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,COC1=CC=CC(=C1)C2=CN3CCCN(C3=N2)C(=O)C4=COC=C4,
164,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CN=CC=C3,
165,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)O)C=N2,
166,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl,C1=CC=C(C=C1)CN2C3=C(C=CC(=C3)C(=O)O)N4C(=CC=N4)C2=O,
167,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,COC1=CC=C(C=C1)C(=O)N2CCCOCCNC(=O)CC2,
168,CC[C@H]1CN2CCC3CC(C(CC3[C@@H]2C[C@@H]1C[C@@H]4C5=C(CCN4)CC(=C(C5)OC)O)OC)OC,CN1C2CCCCN2C(=O)C3=C1C=C(C=C3)C(=O)NC4=CC=C(C=C4)S(=O)(=O)N,
169,CC[C@@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N3CCC(=O)CC3C(=O)N[C@H](C(=O)OC([C@@H](C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=CC=C6)C,CN1CCN(CC1)C(=O)CC2=CC=CN2C3=CC=C(C=C3)F,
170,C1=CC=C(C=C1)CCN2C=CC3=C(C2=N)C(C4=C(O3)C=CC5=CC=CC=C54)C6=CC=CC=C6,CN1CCN(CC1)C(=O)C2=CC(=NC3=C2C=NN3C)C4=CC=C(C=C4)F,
171,C1=CNC(=O)C(=C1C2=CC=NC=C2)N,CN1CCN(CC1)C(=O)C2=NN3C=NN=C3C(=C2)C4=CC=CC=C4OC,
172,C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,CN1CCN(CC1)C(=O)C2=CC(=NC3=C2C=NN3C)C4=CN=CC=C4,
173,CN(C)C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,CN1CCN(CC1)C(=O)C2=CN3C=CN=C3C=C2,
174,CN(C)C(=O)C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,CC1=NN2CCCN(C2=C1C3=CC=CC=C3OC4=CC=CC=C4)CC5=CC=C(C=C5)C(=O)O,
175,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5,CC(C)CN1C(CN2C=CC=C2C1=O)C(=O)N3CCN(CC3)C,
176,CCN(CC(C)O)C1=NN=C(C=C1)NNC(=O)OCC,C1=CC=C(C=C1)N2C=NC3=C(C2=O)N=C(C=C3)NC4=CC(=CC=C4)F,
177,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC(=CC=C4)S(=O)(=O)C,C1COC2=C1C(=CN=C2NC3=CC(=CC=C3)F)C4=CN=CN=C4,
178,CCC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)[N+](=O)[O-],CN1CCOC2(C1=O)CCN(CC2)CC3=CC(=CC=C3)C#N,
179,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],C1=CC2=NN=C(N2N=C1NCC3=NC=CN=C3)C4=NC=CC(=C4)C#N,
180,C1=CC=C(C=C1)N2C(=O)C3=C(SC=C3C(=N2)C(=O)O)N,COC1=CC=CC=C1C2=C3C(=NN2)N=CC(=N3)C4=CC(=CC=C4)F,
181,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,C1COC2=C1C(=CN=C2NC3=CC=CC=C3)C4=CN=CC=C4,
182,CS(=O)(=O)C1=CC=CC=C1C2=CSC(=N2)N3CCC(CC3)C(=O)N,C1=CC=C(C=C1)NC2=NC3=C(C=C2)N=CN(C3=O)C4=CN=CC=C4,
183,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CN=CC=C3,C1COCC(=O)N1C2=CC(=CN3C2=CN=C3)C4=CC=CC=C4,
184,CC1=C(C(=NO1)C)C2=CSC(=N2)N3CCC(CC3)C(=O)N,C1COC2=C1C(=CN=C2NC3=CC=CC=C3)C4=CN=CN=C4,
185,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)N,CN1CCOC2(C1=O)CCN(CC2)CC3=CC(=CC=C3)OC,
186,CC(=O)NC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,COC1=CC(=NC=C1)C2=NN=C3N2N=C(C=C3)NCC4=NC=CN=C4,
187,CN(C)C(=O)C1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,COC1=CC=CC=C1C2=C3C(=NN2)N=CC(=N3)C4=CC=CC=C4,
188,CS(=O)(=O)C1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,CC1(C2(CCN(CC2)CC3=CC=C(C=C3)C(=O)O)OC(=O)N1CC4=CC=CC=C4)C5=CC=CC=C5,
189,CS(=O)(=O)C1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,
190,C1CC12CN(C[C@@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5C[C@@H]5F)F,,
191,CCCN1CC2=C(NC1)N(C(=S)NC2=O)CC3=CC(=C(C=C3)OC)OC,,
192,C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=CC=C4)NC(=O)CN,,
193,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC(=O)NC4=CC=CC(=C4)C(=O)O,,
194,CN(C)C(=O)C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
195,C1CN(CCC1C(=O)N2CCOCC2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,
196,C1CN(CCC1C(=O)N2CCNCC2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,
197,C1CN(CCC1C(=O)N)C2=NC=C(S2)Br,,
198,C1CN(CCC1C(=O)N)C2=NC=C(C=N2)Br,,
199,C1CN(CCC1C(=O)N)C2=NC=CC(=N2)Cl,,
200,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)N,,
201,COC1=C(C=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N)OC,,
202,COC1=CC(=CC(=C1OC)OC)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,
203,CC(C)OC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,
204,CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
205,CC(=O)N1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
206,C1CN(CCC1N)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
207,C1CN(CCC1C2=NNN=N2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,
208,CC(=O)NC1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
209,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)C4=CC=CO4,,
210,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)C4=CC=CC=C4,,
211,CS(=O)(=O)N1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
212,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)N,,
213,CN=C1CN=C(C2=C(N1)C=CC(=C2)Cl)C3=CC=CN3,,
214,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3,,
215,CN1C2=C(C3=C1C(=O)N(N=C3)CC4=CC(=CC=C4)N)SC(=C2)S(=O)C,,
216,C1=CC(=CC(=C1)N2C=CC=C2/C=C/3\C(=O)N(C(=O)N3)C4=CC(=CC=C4)Cl)C(=O)O,,
217,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)C4,,
218,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=C(C=C3)C(F)(F)F,,
219,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC(=CC=C3)N4CCOCC4,,
220,C1COC2=C(C=C(C=C2)C3=CC(=NC=N3)N4CCC(CC4)C(=O)N)OC1,,
221,C1COC2=C(C=C(C=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)O)OC1,,
222,COC1=C(C=C(C=C1)C2=CN=C(S2)N3CCC(CC3)C(=O)N)OC,,
223,C1CN(CCC1COC2=CC=CC3=C2C(=NC(=N3)N)N)CC4=CC=CC=C4F,,
224,C1COC2=C(C=C(C=C2)C3=NN=C(S3)N4CCC(CC4)C(=O)N)OC1,,
225,CC1=CSC2=C1C(=O)N(C(=O)N2CC3=CC=CC=C3)O,,
226,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,,
227,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=C(C=C3)N,,
228,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,,
229,CCOC(=O)C1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NCCC4=CN=CN4,,
230,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)N4C)C,,
231,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC(=O)C4,,
232,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)N4,,
233,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,,
234,CN(C)[C@@H]1CCN(C1)C2=CC=CC(=C2)NC3=NN4C(=O)C5=CC=CC=C5N=C4S3,,
235,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5=CC=CC=C5Cl,,
236,C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C(F)(F)F)F,,
237,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C(F)(F)F,,
238,CCNC(=O)C1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NCC4CCCO4,,
239,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5=NN=CS5,,
240,C1CC(C2=C(C1)N(N=C2)C3=C(C=C(C=C3)F)F)NC(=O)C4=CC=CC=C4,,
241,CN(C)CC(=O)NC1CCCC2=C1C=NN2C3=C(C=C(C=C3)F)F,,
242,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)C,,
